# time (s) ,  q1,   q2  
2.6495e+03  2.4447e-09  2.4447e-09 
2.6500e+03  2.4447e-09  2.4447e-09 
2.6505e+03  2.4447e-09  2.4447e-09 
2.6510e+03  2.4447e-09  2.4447e-09 
2.6515e+03  2.4447e-09  2.4447e-09 
2.6520e+03  2.4447e-09  2.4447e-09 
2.6525e+03  2.4447e-09  2.4447e-09 
2.6530e+03  2.4447e-09  2.4447e-09 
2.6535e+03  2.4447e-09  2.4447e-09 
2.6540e+03  2.4447e-09  2.4447e-09 
2.6545e+03  2.4447e-09  2.4447e-09 
2.6550e+03  2.4447e-09  2.4447e-09 
2.6555e+03  2.4447e-09  2.4447e-09 
2.6560e+03  2.4447e-09  2.4447e-09 
2.6565e+03  2.4447e-09  2.4447e-09 
2.6570e+03  2.4447e-09  2.4447e-09 
2.6575e+03  2.4447e-09  2.4447e-09 
2.6580e+03  2.4447e-09  2.4447e-09 
2.6585e+03  2.4447e-09  2.4447e-09 
2.6590e+03  2.4447e-09  2.4447e-09 
2.6595e+03  2.4447e-09  2.4447e-09 
2.6600e+03  2.4447e-09  2.4447e-09 
2.6605e+03  2.4447e-09  2.4447e-09 
2.6610e+03  2.4447e-09  2.4447e-09 
2.6615e+03  2.4447e-09  2.4447e-09 
2.6620e+03  2.4447e-09  2.4447e-09 
2.6625e+03  2.4447e-09  2.4447e-09 
2.6630e+03  2.4447e-09  2.4447e-09 
2.6635e+03  2.4447e-09  2.4447e-09 
2.6640e+03  2.4447e-09  2.4447e-09 
2.6645e+03  2.4447e-09  2.4447e-09 
2.6650e+03  2.4447e-09  2.4447e-09 
2.6655e+03  2.4447e-09  2.4447e-09 
2.6660e+03  2.4447e-09  2.4447e-09 
2.6665e+03  2.4447e-09  2.4447e-09 
2.6670e+03  2.4447e-09  2.4447e-09 
2.6675e+03  2.4447e-09  2.4447e-09 
2.6680e+03  2.4447e-09  2.4447e-09 
2.6685e+03  2.4447e-09  2.4447e-09 
2.6690e+03  2.4447e-09  2.4447e-09 
2.6695e+03  2.4447e-09  2.4447e-09 
2.6700e+03  2.4447e-09  2.4447e-09 
2.6705e+03  2.4447e-09  2.4447e-09 
2.6710e+03  2.4447e-09  2.4447e-09 
2.6715e+03  2.4447e-09  2.4447e-09 
2.6720e+03  2.4447e-09  2.4447e-09 
2.6725e+03  2.4447e-09  2.4447e-09 
2.6730e+03  2.4447e-09  2.4447e-09 
2.6735e+03  2.4447e-09  2.4447e-09 
2.6740e+03  2.4447e-09  2.4447e-09 
2.6745e+03  2.4447e-09  2.4447e-09 
2.6750e+03  2.4447e-09  2.4447e-09 
2.6755e+03  2.4447e-09  2.4447e-09 
2.6760e+03  2.4447e-09  2.4447e-09 
2.6765e+03  2.4447e-09  2.4447e-09 
2.6770e+03  2.4447e-09  2.4447e-09 
2.6775e+03  2.4447e-09  2.4447e-09 
2.6780e+03  2.4447e-09  2.4447e-09 
2.6785e+03  2.4447e-09  2.4447e-09 
2.6790e+03  2.4447e-09  2.4447e-09 
2.6795e+03  2.4447e-09  2.4447e-09 
2.6800e+03  2.4447e-09  2.4447e-09 
2.6805e+03  2.4447e-09  2.4447e-09 
2.6810e+03  2.4447e-09  2.4447e-09 
2.6815e+03  2.4447e-09  2.4447e-09 
2.6820e+03  2.4447e-09  2.4447e-09 
2.6825e+03  2.4447e-09  2.4447e-09 
2.6830e+03  2.4447e-09  2.4447e-09 
2.6835e+03  2.4447e-09  2.4447e-09 
2.6840e+03  2.4447e-09  2.4447e-09 
2.6845e+03  2.4447e-09  2.4447e-09 
2.6850e+03  2.4447e-09  2.4447e-09 
2.6855e+03  2.4447e-09  2.4447e-09 
2.6860e+03  2.4447e-09  2.4447e-09 
2.6865e+03  2.4447e-09  2.4447e-09 
2.6870e+03  2.4447e-09  2.4447e-09 
2.6875e+03  2.4447e-09  2.4447e-09 
2.6880e+03  2.4447e-09  2.4447e-09 
2.6885e+03  2.4447e-09  2.4447e-09 
2.6890e+03  2.4447e-09  2.4447e-09 
2.6895e+03  2.4447e-09  2.4447e-09 
2.6900e+03  2.4447e-09  2.4447e-09 
2.6905e+03  2.4447e-09  2.4447e-09 
2.6910e+03  2.4447e-09  2.4447e-09 
2.6915e+03  2.4447e-09  2.4447e-09 
2.6920e+03  2.4447e-09  2.4447e-09 
2.6925e+03  2.4447e-09  2.4447e-09 
2.6930e+03  2.4447e-09  2.4447e-09 
2.6935e+03  2.4447e-09  2.4447e-09 
2.6940e+03  2.4447e-09  2.4447e-09 
2.6945e+03  2.4447e-09  2.4447e-09 
2.6950e+03  2.4447e-09  2.4447e-09 
2.6955e+03  2.4447e-09  2.4447e-09 
2.6960e+03  2.4447e-09  2.4447e-09 
2.6965e+03  2.4447e-09  2.4447e-09 
2.6970e+03  2.4447e-09  2.4447e-09 
2.6975e+03  2.4447e-09  2.4447e-09 
2.6980e+03  2.4447e-09  2.4447e-09 
2.6985e+03  2.4447e-09  2.4447e-09 
2.6990e+03  2.4447e-09  2.4447e-09 
2.6995e+03  2.4447e-09  2.4447e-09 
2.7000e+03  2.4447e-09  2.4447e-09 
2.7005e+03  2.4447e-09  2.4447e-09 
2.7010e+03  2.4447e-09  2.4447e-09 
2.7015e+03  2.4447e-09  2.4447e-09 
2.7020e+03  2.4447e-09  2.4447e-09 
2.7025e+03  2.4447e-09  2.4447e-09 
2.7030e+03  2.4447e-09  2.4447e-09 
2.7035e+03  2.4447e-09  2.4447e-09 
2.7040e+03  2.4447e-09  2.4447e-09 
2.7045e+03  2.4447e-09  2.4447e-09 
2.7050e+03  2.4447e-09  2.4447e-09 
2.7055e+03  2.4447e-09  2.4447e-09 
2.7060e+03  2.4447e-09  2.4447e-09 
2.7065e+03  2.4447e-09  2.4447e-09 
2.7070e+03  2.4447e-09  2.4447e-09 
2.7075e+03  2.4447e-09  2.4447e-09 
2.7080e+03  2.4447e-09  2.4447e-09 
2.7085e+03  2.4447e-09  2.4447e-09 
2.7090e+03  2.4447e-09  2.4447e-09 
2.7095e+03  2.4447e-09  2.4447e-09 
2.7100e+03  2.4447e-09  2.4447e-09 
2.7105e+03  2.4447e-09  2.4447e-09 
2.7110e+03  2.4447e-09  2.4447e-09 
2.7115e+03  2.4447e-09  2.4447e-09 
2.7120e+03  2.4447e-09  2.4447e-09 
2.7125e+03  2.4447e-09  2.4447e-09 
2.7130e+03  2.4447e-09  2.4447e-09 
2.7135e+03  2.4447e-09  2.4447e-09 
2.7140e+03  2.4447e-09  2.4447e-09 
2.7145e+03  2.4447e-09  2.4447e-09 
2.7150e+03  2.4447e-09  2.4447e-09 
2.7155e+03  2.4447e-09  2.4447e-09 
2.7160e+03  2.4447e-09  2.4447e-09 
2.7165e+03  2.4447e-09  2.4447e-09 
2.7170e+03  2.4447e-09  2.4447e-09 
2.7175e+03  2.4447e-09  2.4447e-09 
2.7180e+03  2.4447e-09  2.4447e-09 
2.7185e+03  2.4447e-09  2.4447e-09 
2.7190e+03  2.4447e-09  2.4447e-09 
2.7195e+03  2.4447e-09  2.4447e-09 
2.7200e+03  2.4447e-09  2.4447e-09 
2.7205e+03  2.4447e-09  2.4447e-09 
2.7210e+03  2.4447e-09  2.4447e-09 
2.7215e+03  2.4447e-09  2.4447e-09 
2.7220e+03  2.4447e-09  2.4447e-09 
2.7225e+03  2.4447e-09  2.4447e-09 
2.7230e+03  2.4447e-09  2.4447e-09 
2.7235e+03  2.4447e-09  2.4447e-09 
2.7240e+03  2.4447e-09  2.4447e-09 
2.7245e+03  2.4447e-09  2.4447e-09 
2.7250e+03  2.4447e-09  2.4447e-09 
2.7255e+03  2.4447e-09  2.4447e-09 
2.7260e+03  2.4447e-09  2.4447e-09 
2.7265e+03  2.4447e-09  2.4447e-09 
2.7270e+03  2.4447e-09  2.4447e-09 
2.7275e+03  2.4447e-09  2.4447e-09 
2.7280e+03  2.4447e-09  2.4447e-09 
2.7285e+03  2.4447e-09  2.4447e-09 
2.7290e+03  2.4447e-09  2.4447e-09 
2.7295e+03  2.4447e-09  2.4447e-09 
2.7300e+03  2.4447e-09  2.4447e-09 
2.7305e+03  2.4447e-09  2.4447e-09 
2.7310e+03  2.4447e-09  2.4447e-09 
2.7315e+03  2.4447e-09  2.4447e-09 
2.7320e+03  2.4447e-09  2.4447e-09 
2.7325e+03  2.4447e-09  2.4447e-09 
2.7330e+03  2.4447e-09  2.4447e-09 
2.7335e+03  2.4447e-09  2.4447e-09 
2.7340e+03  2.4447e-09  2.4447e-09 
2.7345e+03  2.4447e-09  2.4447e-09 
2.7350e+03  2.4447e-09  2.4447e-09 
2.7355e+03  2.4447e-09  2.4447e-09 
2.7360e+03  2.4447e-09  2.4447e-09 
2.7365e+03  2.4447e-09  2.4447e-09 
2.7370e+03  2.4447e-09  2.4447e-09 
2.7375e+03  2.4447e-09  2.4447e-09 
2.7380e+03  2.4447e-09  2.4447e-09 
2.7385e+03  2.4447e-09  2.4447e-09 
2.7390e+03  2.4447e-09  2.4447e-09 
2.7395e+03  2.4447e-09  2.4447e-09 
2.7400e+03  2.4447e-09  2.4447e-09 
2.7405e+03  2.4447e-09  2.4447e-09 
2.7410e+03  2.4447e-09  2.4447e-09 
2.7415e+03  2.4447e-09  2.4447e-09 
2.7420e+03  2.4447e-09  2.4447e-09 
2.7425e+03  2.4447e-09  2.4447e-09 
2.7430e+03  2.4447e-09  2.4447e-09 
2.7435e+03  2.4447e-09  2.4447e-09 
2.7440e+03  2.4447e-09  2.4447e-09 
2.7445e+03  2.4447e-09  2.4447e-09 
2.7450e+03  2.4447e-09  2.4447e-09 
2.7455e+03  2.4447e-09  2.4447e-09 
2.7460e+03  2.4447e-09  2.4447e-09 
2.7465e+03  2.4447e-09  2.4447e-09 
2.7470e+03  2.4447e-09  2.4447e-09 
2.7475e+03  2.4447e-09  2.4447e-09 
2.7480e+03  2.4447e-09  2.4447e-09 
2.7485e+03  2.4447e-09  2.4447e-09 
2.7490e+03  2.4447e-09  2.4447e-09 
2.7495e+03  2.4447e-09  2.4447e-09 
2.7500e+03  2.4447e-09  2.4447e-09 
2.7505e+03  2.4447e-09  2.4447e-09 
2.7510e+03  2.4447e-09  2.4447e-09 
2.7515e+03  2.4447e-09  2.4447e-09 
2.7520e+03  2.4447e-09  2.4447e-09 
2.7525e+03  2.4447e-09  2.4447e-09 
2.7530e+03  2.4447e-09  2.4447e-09 
2.7535e+03  2.4447e-09  2.4447e-09 
2.7540e+03  2.4447e-09  2.4447e-09 
2.7545e+03  2.4447e-09  2.4447e-09 
2.7550e+03  2.4447e-09  2.4447e-09 
2.7555e+03  2.4447e-09  2.4447e-09 
2.7560e+03  2.4447e-09  2.4447e-09 
2.7565e+03  2.4447e-09  2.4447e-09 
2.7570e+03  2.4447e-09  2.4447e-09 
2.7575e+03  2.4447e-09  2.4447e-09 
2.7580e+03  2.4447e-09  2.4447e-09 
2.7585e+03  2.4447e-09  2.4447e-09 
2.7590e+03  2.4447e-09  2.4447e-09 
2.7595e+03  2.4447e-09  2.4447e-09 
2.7600e+03  2.4447e-09  2.4447e-09 
2.7605e+03  2.4447e-09  2.4447e-09 
2.7610e+03  2.4447e-09  2.4447e-09 
2.7615e+03  2.4447e-09  2.4447e-09 
2.7620e+03  2.4447e-09  2.4447e-09 
2.7625e+03  2.4447e-09  2.4447e-09 
2.7630e+03  2.4447e-09  2.4447e-09 
2.7635e+03  2.4447e-09  2.4447e-09 
2.7640e+03  2.4447e-09  2.4447e-09 
2.7645e+03  2.4447e-09  2.4447e-09 
2.7650e+03  2.4447e-09  2.4447e-09 
2.7655e+03  2.4447e-09  2.4447e-09 
2.7660e+03  2.4447e-09  2.4447e-09 
2.7665e+03  2.4447e-09  2.4447e-09 
2.7670e+03  2.4447e-09  2.4447e-09 
2.7675e+03  2.4447e-09  2.4447e-09 
2.7680e+03  2.4447e-09  2.4447e-09 
2.7685e+03  2.4447e-09  2.4447e-09 
2.7690e+03  2.4447e-09  2.4447e-09 
2.7695e+03  2.4447e-09  2.4447e-09 
2.7700e+03  2.4447e-09  2.4447e-09 
2.7705e+03  2.4447e-09  2.4447e-09 
2.7710e+03  2.4447e-09  2.4447e-09 
2.7715e+03  2.4447e-09  2.4447e-09 
2.7720e+03  2.4447e-09  2.4447e-09 
2.7725e+03  2.4447e-09  2.4447e-09 
2.7730e+03  2.4447e-09  2.4447e-09 
2.7735e+03  2.4447e-09  2.4447e-09 
2.7740e+03  2.4447e-09  2.4447e-09 
2.7745e+03  2.4447e-09  2.4447e-09 
2.7750e+03  2.4447e-09  2.4447e-09 
2.7755e+03  2.4447e-09  2.4447e-09 
2.7760e+03  2.4447e-09  2.4447e-09 
2.7765e+03  2.4447e-09  2.4447e-09 
2.7770e+03  2.4447e-09  2.4447e-09 
2.7775e+03  2.4447e-09  2.4447e-09 
2.7780e+03  2.4447e-09  2.4447e-09 
2.7785e+03  2.4447e-09  2.4447e-09 
2.7790e+03  2.4447e-09  2.4447e-09 
2.7795e+03  2.4447e-09  2.4447e-09 
2.7800e+03  2.4447e-09  2.4447e-09 
2.7805e+03  2.4447e-09  2.4447e-09 
2.7810e+03  2.4447e-09  2.4447e-09 
2.7815e+03  2.4447e-09  2.4447e-09 
2.7820e+03  2.4447e-09  2.4447e-09 
2.7825e+03  2.4447e-09  2.4447e-09 
2.7830e+03  2.4447e-09  2.4447e-09 
2.7835e+03  2.4447e-09  2.4447e-09 
2.7840e+03  2.4447e-09  2.4447e-09 
2.7845e+03  2.4447e-09  2.4447e-09 
2.7850e+03  2.4447e-09  2.4447e-09 
2.7855e+03  2.4447e-09  2.4447e-09 
2.7860e+03  2.4447e-09  2.4447e-09 
2.7865e+03  2.4447e-09  2.4447e-09 
2.7870e+03  2.4447e-09  2.4447e-09 
2.7875e+03  2.4447e-09  2.4447e-09 
2.7880e+03  2.4447e-09  2.4447e-09 
2.7885e+03  2.4447e-09  2.4447e-09 
2.7890e+03  2.4447e-09  2.4447e-09 
2.7895e+03  2.4447e-09  2.4447e-09 
2.7900e+03  2.4447e-09  2.4447e-09 
2.7905e+03  2.4447e-09  2.4447e-09 
2.7910e+03  2.4447e-09  2.4447e-09 
2.7915e+03  2.4447e-09  2.4447e-09 
2.7920e+03  2.4447e-09  2.4447e-09 
2.7925e+03  2.4447e-09  2.4447e-09 
2.7930e+03  2.4447e-09  2.4447e-09 
2.7935e+03  2.4447e-09  2.4447e-09 
2.7940e+03  2.4447e-09  2.4447e-09 
2.7945e+03  2.4447e-09  2.4447e-09 
2.7950e+03  2.4447e-09  2.4447e-09 
2.7955e+03  2.4447e-09  2.4447e-09 
2.7960e+03  2.4447e-09  2.4447e-09 
2.7965e+03  2.4447e-09  2.4447e-09 
2.7970e+03  2.4447e-09  2.4447e-09 
2.7975e+03  2.4447e-09  2.4447e-09 
2.7980e+03  2.4447e-09  2.4447e-09 
2.7985e+03  2.4447e-09  2.4447e-09 
2.7990e+03  2.4447e-09  2.4447e-09 
2.7995e+03  2.4447e-09  2.4447e-09 
2.8000e+03  2.4447e-09  2.4447e-09 
2.8005e+03  2.4447e-09  2.4447e-09 
2.8010e+03  2.4447e-09  2.4447e-09 
2.8015e+03  2.4447e-09  2.4447e-09 
2.8020e+03  2.4447e-09  2.4447e-09 
2.8025e+03  2.4447e-09  2.4447e-09 
2.8030e+03  2.4447e-09  2.4447e-09 
2.8035e+03  2.4447e-09  2.4447e-09 
2.8040e+03  2.4447e-09  2.4447e-09 
2.8045e+03  2.4447e-09  2.4447e-09 
2.8050e+03  2.4447e-09  2.4447e-09 
2.8055e+03  2.4447e-09  2.4447e-09 
2.8060e+03  2.4447e-09  2.4447e-09 
2.8065e+03  2.4447e-09  2.4447e-09 
2.8070e+03  2.4447e-09  2.4447e-09 
2.8075e+03  2.4447e-09  2.4447e-09 
2.8080e+03  2.4447e-09  2.4447e-09 
2.8085e+03  2.4447e-09  2.4447e-09 
2.8090e+03  2.4447e-09  2.4447e-09 
2.8095e+03  2.4447e-09  2.4447e-09 
2.8100e+03  2.4447e-09  2.4447e-09 
2.8105e+03  2.4447e-09  2.4447e-09 
2.8110e+03  2.4447e-09  2.4447e-09 
2.8115e+03  2.4447e-09  2.4447e-09 
2.8120e+03  2.4447e-09  2.4447e-09 
2.8125e+03  2.4447e-09  2.4447e-09 
2.8130e+03  2.4447e-09  2.4447e-09 
2.8135e+03  2.4447e-09  2.4447e-09 
2.8140e+03  2.4447e-09  2.4447e-09 
2.8145e+03  2.4447e-09  2.4447e-09 
2.8150e+03  2.4447e-09  2.4447e-09 
2.8155e+03  2.4447e-09  2.4447e-09 
2.8160e+03  2.4447e-09  2.4447e-09 
2.8165e+03  2.4447e-09  2.4447e-09 
2.8170e+03  2.4447e-09  2.4447e-09 
2.8175e+03  2.4447e-09  2.4447e-09 
2.8180e+03  2.4447e-09  2.4447e-09 
2.8185e+03  2.4447e-09  2.4447e-09 
2.8190e+03  2.4447e-09  2.4447e-09 
2.8195e+03  2.4447e-09  2.4447e-09 
2.8200e+03  2.4447e-09  2.4447e-09 
2.8205e+03  2.4447e-09  2.4447e-09 
2.8210e+03  2.4447e-09  2.4447e-09 
2.8215e+03  2.4447e-09  2.4447e-09 
2.8220e+03  2.4447e-09  2.4447e-09 
2.8225e+03  2.4447e-09  2.4447e-09 
2.8230e+03  2.4447e-09  2.4447e-09 
2.8235e+03  2.4447e-09  2.4447e-09 
2.8240e+03  2.4447e-09  2.4447e-09 
2.8245e+03  2.4447e-09  2.4447e-09 
2.8250e+03  2.4447e-09  2.4447e-09 
2.8255e+03  2.4447e-09  2.4447e-09 
2.8260e+03  2.4447e-09  2.4447e-09 
2.8265e+03  2.4447e-09  2.4447e-09 
2.8270e+03  2.4447e-09  2.4447e-09 
2.8275e+03  2.4447e-09  2.4447e-09 
2.8280e+03  2.4447e-09  2.4447e-09 
2.8285e+03  2.4447e-09  2.4447e-09 
2.8290e+03  2.4447e-09  2.4447e-09 
2.8295e+03  2.4447e-09  2.4447e-09 
2.8300e+03  2.4447e-09  2.4447e-09 
2.8305e+03  2.4447e-09  2.4447e-09 
2.8310e+03  2.4447e-09  2.4447e-09 
2.8315e+03  2.4447e-09  2.4447e-09 
2.8320e+03  2.4447e-09  2.4447e-09 
2.8325e+03  2.4447e-09  2.4447e-09 
2.8330e+03  2.4447e-09  2.4447e-09 
2.8335e+03  2.4447e-09  2.4447e-09 
2.8340e+03  2.4447e-09  2.4447e-09 
2.8345e+03  2.4447e-09  2.4447e-09 
2.8350e+03  2.4447e-09  2.4447e-09 
2.8355e+03  2.4447e-09  2.4447e-09 
2.8360e+03  2.4447e-09  2.4447e-09 
2.8365e+03  2.4447e-09  2.4447e-09 
2.8370e+03  2.4447e-09  2.4447e-09 
2.8375e+03  2.4447e-09  2.4447e-09 
2.8380e+03  2.4447e-09  2.4447e-09 
2.8385e+03  2.4447e-09  2.4447e-09 
2.8390e+03  2.4447e-09  2.4447e-09 
2.8395e+03  2.4447e-09  2.4447e-09 
2.8400e+03  2.4447e-09  2.4447e-09 
2.8405e+03  2.4447e-09  2.4447e-09 
2.8410e+03  2.4447e-09  2.4447e-09 
2.8415e+03  2.4447e-09  2.4447e-09 
2.8420e+03  2.4447e-09  2.4447e-09 
2.8425e+03  2.4447e-09  2.4447e-09 
2.8430e+03  2.4447e-09  2.4447e-09 
2.8435e+03  2.4447e-09  2.4447e-09 
2.8440e+03  2.4447e-09  2.4447e-09 
2.8445e+03  2.4447e-09  2.4447e-09 
2.8450e+03  2.4447e-09  2.4447e-09 
2.8455e+03  2.4447e-09  2.4447e-09 
2.8460e+03  2.4447e-09  2.4447e-09 
2.8465e+03  2.4447e-09  2.4447e-09 
2.8470e+03  2.4447e-09  2.4447e-09 
2.8475e+03  2.4447e-09  2.4447e-09 
2.8480e+03  2.4447e-09  2.4447e-09 
2.8485e+03  2.4447e-09  2.4447e-09 
2.8490e+03  2.4447e-09  2.4447e-09 
2.8495e+03  2.4447e-09  2.4447e-09 
2.8500e+03  2.4447e-09  2.4447e-09 
2.8505e+03  2.4447e-09  2.4447e-09 
2.8510e+03  2.4447e-09  2.4447e-09 
2.8515e+03  2.4447e-09  2.4447e-09 
2.8520e+03  2.4447e-09  2.4447e-09 
2.8525e+03  2.4447e-09  2.4447e-09 
2.8530e+03  2.4447e-09  2.4447e-09 
2.8535e+03  2.4447e-09  2.4447e-09 
2.8540e+03  2.4447e-09  2.4447e-09 
2.8545e+03  2.4447e-09  2.4447e-09 
2.8550e+03  2.4447e-09  2.4447e-09 
2.8555e+03  2.4447e-09  2.4447e-09 
2.8560e+03  2.4447e-09  2.4447e-09 
2.8565e+03  2.4447e-09  2.4447e-09 
2.8570e+03  2.4447e-09  2.4447e-09 
2.8575e+03  2.4447e-09  2.4447e-09 
2.8580e+03  2.4447e-09  2.4447e-09 
2.8585e+03  2.4447e-09  2.4447e-09 
2.8590e+03  2.4447e-09  2.4447e-09 
2.8595e+03  2.4447e-09  2.4447e-09 
2.8600e+03  2.4447e-09  2.4447e-09 
2.8605e+03  2.4447e-09  2.4447e-09 
2.8610e+03  2.4447e-09  2.4447e-09 
2.8615e+03  2.4447e-09  2.4447e-09 
2.8620e+03  2.4447e-09  2.4447e-09 
2.8625e+03  2.4447e-09  2.4447e-09 
2.8630e+03  2.4447e-09  2.4447e-09 
2.8635e+03  2.4447e-09  2.4447e-09 
2.8640e+03  2.4447e-09  2.4447e-09 
2.8645e+03  2.4447e-09  2.4447e-09 
2.8650e+03  2.4447e-09  2.4447e-09 
2.8655e+03  2.4447e-09  2.4447e-09 
2.8660e+03  2.4447e-09  2.4447e-09 
2.8665e+03  2.4447e-09  2.4447e-09 
2.8670e+03  2.4447e-09  2.4447e-09 
2.8675e+03  2.4447e-09  2.4447e-09 
2.8680e+03  2.4447e-09  2.4447e-09 
2.8685e+03  2.4447e-09  2.4447e-09 
2.8690e+03  2.4447e-09  2.4447e-09 
2.8695e+03  2.4447e-09  2.4447e-09 
2.8700e+03  2.4447e-09  2.4447e-09 
2.8705e+03  2.4447e-09  2.4447e-09 
2.8710e+03  2.4447e-09  2.4447e-09 
2.8715e+03  2.4447e-09  2.4447e-09 
2.8720e+03  2.4447e-09  2.4447e-09 
2.8725e+03  2.4447e-09  2.4447e-09 
2.8730e+03  2.4447e-09  2.4447e-09 
2.8735e+03  2.4447e-09  2.4447e-09 
2.8740e+03  2.4447e-09  2.4447e-09 
2.8745e+03  2.4447e-09  2.4447e-09 
2.8750e+03  2.4447e-09  2.4447e-09 
2.8755e+03  2.4447e-09  2.4447e-09 
2.8760e+03  2.4447e-09  2.4447e-09 
2.8765e+03  2.4447e-09  2.4447e-09 
2.8770e+03  2.4447e-09  2.4447e-09 
2.8775e+03  2.4447e-09  2.4447e-09 
2.8780e+03  2.4447e-09  2.4447e-09 
2.8785e+03  2.4447e-09  2.4447e-09 
2.8790e+03  2.4447e-09  2.4447e-09 
2.8795e+03  2.4447e-09  2.4447e-09 
2.8800e+03  2.4447e-09  2.4447e-09 
2.8805e+03  2.4447e-09  2.4447e-09 
2.8810e+03  2.4447e-09  2.4447e-09 
2.8815e+03  2.4447e-09  2.4447e-09 
2.8820e+03  2.4447e-09  2.4447e-09 
2.8825e+03  2.4447e-09  2.4447e-09 
2.8830e+03  2.4447e-09  2.4447e-09 
2.8835e+03  2.4447e-09  2.4447e-09 
2.8840e+03  2.4447e-09  2.4447e-09 
2.8845e+03  2.4447e-09  2.4447e-09 
2.8850e+03  2.4447e-09  2.4447e-09 
2.8855e+03  2.4447e-09  2.4447e-09 
2.8860e+03  2.4447e-09  2.4447e-09 
2.8865e+03  2.4447e-09  2.4447e-09 
2.8870e+03  2.4447e-09  2.4447e-09 
2.8875e+03  2.4447e-09  2.4447e-09 
2.8880e+03  2.4447e-09  2.4447e-09 
2.8885e+03  2.4447e-09  2.4447e-09 
2.8890e+03  2.4447e-09  2.4447e-09 
2.8895e+03  2.4447e-09  2.4447e-09 
2.8900e+03  2.4447e-09  2.4447e-09 
2.8905e+03  2.4447e-09  2.4447e-09 
2.8910e+03  2.4447e-09  2.4447e-09 
2.8915e+03  2.4447e-09  2.4447e-09 
2.8920e+03  2.4447e-09  2.4447e-09 
2.8925e+03  2.4447e-09  2.4447e-09 
2.8930e+03  2.4447e-09  2.4447e-09 
2.8935e+03  2.4447e-09  2.4447e-09 
2.8940e+03  2.4447e-09  2.4447e-09 
2.8945e+03  2.4447e-09  2.4447e-09 
2.8950e+03  2.4447e-09  2.4447e-09 
2.8955e+03  2.4447e-09  2.4447e-09 
2.8960e+03  2.4447e-09  2.4447e-09 
2.8965e+03  2.4447e-09  2.4447e-09 
2.8970e+03  2.4447e-09  2.4447e-09 
2.8975e+03  2.4447e-09  2.4447e-09 
2.8980e+03  2.4447e-09  2.4447e-09 
2.8985e+03  2.4447e-09  2.4447e-09 
2.8990e+03  2.4447e-09  2.4447e-09 
2.8995e+03  2.4447e-09  2.4447e-09 
2.9000e+03  2.4447e-09  2.4447e-09 
2.9005e+03  2.4447e-09  2.4447e-09 
2.9010e+03  2.4447e-09  2.4447e-09 
2.9015e+03  2.4447e-09  2.4447e-09 
2.9020e+03  2.4447e-09  2.4447e-09 
2.9025e+03  2.4447e-09  2.4447e-09 
2.9030e+03  2.4447e-09  2.4447e-09 
2.9035e+03  2.4447e-09  2.4447e-09 
2.9040e+03  2.4447e-09  2.4447e-09 
2.9045e+03  2.4447e-09  2.4447e-09 
2.9050e+03  2.4447e-09  2.4447e-09 
2.9055e+03  2.4447e-09  2.4447e-09 
2.9060e+03  2.4447e-09  2.4447e-09 
2.9065e+03  2.4447e-09  2.4447e-09 
2.9070e+03  2.4447e-09  2.4447e-09 
2.9075e+03  2.4447e-09  2.4447e-09 
2.9080e+03  2.4447e-09  2.4447e-09 
2.9085e+03  2.4447e-09  2.4447e-09 
2.9090e+03  2.4447e-09  2.4447e-09 
2.9095e+03  2.4447e-09  2.4447e-09 
2.9100e+03  2.4447e-09  2.4447e-09 
2.9105e+03  2.4447e-09  2.4447e-09 
2.9110e+03  2.4447e-09  2.4447e-09 
2.9115e+03  2.4447e-09  2.4447e-09 
2.9120e+03  2.4447e-09  2.4447e-09 
2.9125e+03  2.4447e-09  2.4447e-09 
2.9130e+03  2.4447e-09  2.4447e-09 
2.9135e+03  2.4447e-09  2.4447e-09 
2.9140e+03  2.4447e-09  2.4447e-09 
2.9145e+03  2.4447e-09  2.4447e-09 
2.9150e+03  2.4447e-09  2.4447e-09 
2.9155e+03  2.4447e-09  2.4447e-09 
2.9160e+03  2.4447e-09  2.4447e-09 
2.9165e+03  2.4447e-09  2.4447e-09 
2.9170e+03  2.4447e-09  2.4447e-09 
2.9175e+03  2.4447e-09  2.4447e-09 
2.9180e+03  2.4447e-09  2.4447e-09 
2.9185e+03  2.4447e-09  2.4447e-09 
2.9190e+03  2.4447e-09  2.4447e-09 
2.9195e+03  2.4447e-09  2.4447e-09 
2.9200e+03  2.4447e-09  2.4447e-09 
2.9205e+03  2.4447e-09  2.4447e-09 
2.9210e+03  2.4447e-09  2.4447e-09 
2.9215e+03  2.4447e-09  2.4447e-09 
2.9220e+03  2.4447e-09  2.4447e-09 
2.9225e+03  2.4447e-09  2.4447e-09 
2.9230e+03  2.4447e-09  2.4447e-09 
2.9235e+03  2.4447e-09  2.4447e-09 
2.9240e+03  2.4447e-09  2.4447e-09 
2.9245e+03  2.4447e-09  2.4447e-09 
2.9250e+03  2.4447e-09  2.4447e-09 
2.9255e+03  2.4447e-09  2.4447e-09 
2.9260e+03  2.4447e-09  2.4447e-09 
2.9265e+03  2.4447e-09  2.4447e-09 
2.9270e+03  2.4447e-09  2.4447e-09 
2.9275e+03  2.4447e-09  2.4447e-09 
2.9280e+03  2.4447e-09  2.4447e-09 
2.9285e+03  2.4447e-09  2.4447e-09 
