# time (s) ,  q1,   q2  
9.9850e+02  2.1779e-04  2.1779e-04 
9.9900e+02  2.1555e-04  2.1555e-04 
9.9950e+02  2.1333e-04  2.1333e-04 
1.0000e+03  2.1114e-04  2.1114e-04 
1.0005e+03  2.0897e-04  2.0897e-04 
1.0010e+03  2.0682e-04  2.0682e-04 
1.0015e+03  2.0469e-04  2.0469e-04 
1.0020e+03  2.0259e-04  2.0259e-04 
1.0025e+03  2.0050e-04  2.0050e-04 
1.0030e+03  1.9844e-04  1.9844e-04 
1.0035e+03  1.9640e-04  1.9640e-04 
1.0040e+03  1.9438e-04  1.9438e-04 
1.0045e+03  1.9238e-04  1.9238e-04 
1.0050e+03  1.9040e-04  1.9040e-04 
1.0055e+03  1.8844e-04  1.8844e-04 
1.0060e+03  1.8651e-04  1.8651e-04 
1.0065e+03  1.8459e-04  1.8459e-04 
1.0070e+03  1.8269e-04  1.8269e-04 
1.0075e+03  1.8081e-04  1.8081e-04 
1.0080e+03  1.7895e-04  1.7895e-04 
1.0085e+03  1.7711e-04  1.7711e-04 
1.0090e+03  1.7529e-04  1.7529e-04 
1.0095e+03  1.7349e-04  1.7349e-04 
1.0100e+03  1.7170e-04  1.7170e-04 
1.0105e+03  1.6993e-04  1.6993e-04 
1.0110e+03  1.6819e-04  1.6819e-04 
1.0115e+03  1.6646e-04  1.6646e-04 
1.0120e+03  1.6475e-04  1.6475e-04 
1.0125e+03  1.6305e-04  1.6305e-04 
1.0130e+03  1.6137e-04  1.6137e-04 
1.0135e+03  1.5971e-04  1.5971e-04 
1.0140e+03  1.5807e-04  1.5807e-04 
1.0145e+03  1.5645e-04  1.5645e-04 
1.0150e+03  1.5484e-04  1.5484e-04 
1.0155e+03  1.5324e-04  1.5324e-04 
1.0160e+03  1.5167e-04  1.5167e-04 
1.0165e+03  1.5011e-04  1.5011e-04 
1.0170e+03  1.4856e-04  1.4856e-04 
1.0175e+03  1.4704e-04  1.4704e-04 
1.0180e+03  1.4552e-04  1.4552e-04 
1.0185e+03  1.4403e-04  1.4403e-04 
1.0190e+03  1.4255e-04  1.4255e-04 
1.0195e+03  1.4108e-04  1.4108e-04 
1.0200e+03  1.3963e-04  1.3963e-04 
1.0205e+03  1.3819e-04  1.3819e-04 
1.0210e+03  1.3677e-04  1.3677e-04 
1.0215e+03  1.3536e-04  1.3536e-04 
1.0220e+03  1.3397e-04  1.3397e-04 
1.0225e+03  1.3259e-04  1.3259e-04 
1.0230e+03  1.3123e-04  1.3123e-04 
1.0235e+03  1.2988e-04  1.2988e-04 
1.0240e+03  1.2855e-04  1.2855e-04 
1.0245e+03  1.2722e-04  1.2722e-04 
1.0250e+03  1.2591e-04  1.2591e-04 
1.0255e+03  1.2462e-04  1.2462e-04 
1.0260e+03  1.2334e-04  1.2334e-04 
1.0265e+03  1.2207e-04  1.2207e-04 
1.0270e+03  1.2081e-04  1.2081e-04 
1.0275e+03  1.1957e-04  1.1957e-04 
1.0280e+03  1.1834e-04  1.1834e-04 
1.0285e+03  1.1712e-04  1.1712e-04 
1.0290e+03  1.1592e-04  1.1592e-04 
1.0295e+03  1.1473e-04  1.1473e-04 
1.0300e+03  1.1355e-04  1.1355e-04 
1.0305e+03  1.1238e-04  1.1238e-04 
1.0310e+03  1.1122e-04  1.1122e-04 
1.0315e+03  1.1008e-04  1.1008e-04 
1.0320e+03  1.0895e-04  1.0895e-04 
1.0325e+03  1.0783e-04  1.0783e-04 
1.0330e+03  1.0672e-04  1.0672e-04 
1.0335e+03  1.0562e-04  1.0562e-04 
1.0340e+03  1.0453e-04  1.0453e-04 
1.0345e+03  1.0346e-04  1.0346e-04 
1.0350e+03  1.0240e-04  1.0240e-04 
1.0355e+03  1.0134e-04  1.0134e-04 
1.0360e+03  1.0030e-04  1.0030e-04 
1.0365e+03  9.9268e-05  9.9268e-05 
1.0370e+03  9.8247e-05  9.8247e-05 
1.0375e+03  9.7237e-05  9.7237e-05 
1.0380e+03  9.6236e-05  9.6236e-05 
1.0385e+03  9.5246e-05  9.5246e-05 
1.0390e+03  9.4267e-05  9.4267e-05 
1.0395e+03  9.3297e-05  9.3297e-05 
1.0400e+03  9.2338e-05  9.2338e-05 
1.0405e+03  9.1388e-05  9.1388e-05 
1.0410e+03  9.0448e-05  9.0448e-05 
1.0415e+03  8.9518e-05  8.9518e-05 
1.0420e+03  8.8597e-05  8.8597e-05 
1.0425e+03  8.7686e-05  8.7686e-05 
1.0430e+03  8.6784e-05  8.6784e-05 
1.0435e+03  8.5891e-05  8.5891e-05 
1.0440e+03  8.5008e-05  8.5008e-05 
1.0445e+03  8.4134e-05  8.4134e-05 
1.0450e+03  8.3268e-05  8.3268e-05 
1.0455e+03  8.2412e-05  8.2412e-05 
1.0460e+03  8.1565e-05  8.1565e-05 
1.0465e+03  8.0726e-05  8.0726e-05 
1.0470e+03  7.9895e-05  7.9895e-05 
1.0475e+03  7.9074e-05  7.9074e-05 
1.0480e+03  7.8260e-05  7.8260e-05 
1.0485e+03  7.7456e-05  7.7456e-05 
1.0490e+03  7.6659e-05  7.6659e-05 
1.0495e+03  7.5870e-05  7.5870e-05 
1.0500e+03  7.5090e-05  7.5090e-05 
1.0505e+03  7.4318e-05  7.4318e-05 
1.0510e+03  7.3553e-05  7.3553e-05 
1.0515e+03  7.2797e-05  7.2797e-05 
1.0520e+03  7.2048e-05  7.2048e-05 
1.0525e+03  7.1307e-05  7.1307e-05 
1.0530e+03  7.0574e-05  7.0574e-05 
1.0535e+03  6.9848e-05  6.9848e-05 
1.0540e+03  6.9129e-05  6.9129e-05 
1.0545e+03  6.8418e-05  6.8418e-05 
1.0550e+03  6.7714e-05  6.7714e-05 
1.0555e+03  6.7018e-05  6.7018e-05 
1.0560e+03  6.6329e-05  6.6329e-05 
1.0565e+03  6.5647e-05  6.5647e-05 
1.0570e+03  6.4972e-05  6.4972e-05 
1.0575e+03  6.4303e-05  6.4303e-05 
1.0580e+03  6.3642e-05  6.3642e-05 
1.0585e+03  6.2987e-05  6.2987e-05 
1.0590e+03  6.2339e-05  6.2339e-05 
1.0595e+03  6.1698e-05  6.1698e-05 
1.0600e+03  6.1064e-05  6.1064e-05 
1.0605e+03  6.0436e-05  6.0436e-05 
1.0610e+03  5.9814e-05  5.9814e-05 
1.0615e+03  5.9199e-05  5.9199e-05 
1.0620e+03  5.8590e-05  5.8590e-05 
1.0625e+03  5.7988e-05  5.7988e-05 
1.0630e+03  5.7391e-05  5.7391e-05 
1.0635e+03  5.6801e-05  5.6801e-05 
1.0640e+03  5.6217e-05  5.6217e-05 
1.0645e+03  5.5639e-05  5.5639e-05 
1.0650e+03  5.5066e-05  5.5066e-05 
1.0655e+03  5.4500e-05  5.4500e-05 
1.0660e+03  5.3939e-05  5.3939e-05 
1.0665e+03  5.3385e-05  5.3385e-05 
1.0670e+03  5.2836e-05  5.2836e-05 
1.0675e+03  5.2292e-05  5.2292e-05 
1.0680e+03  5.1754e-05  5.1754e-05 
1.0685e+03  5.1222e-05  5.1222e-05 
1.0690e+03  5.0695e-05  5.0695e-05 
1.0695e+03  5.0174e-05  5.0174e-05 
1.0700e+03  4.9658e-05  4.9658e-05 
1.0705e+03  4.9147e-05  4.9147e-05 
1.0710e+03  4.8642e-05  4.8642e-05 
1.0715e+03  4.8141e-05  4.8141e-05 
1.0720e+03  4.7646e-05  4.7646e-05 
1.0725e+03  4.7156e-05  4.7156e-05 
1.0730e+03  4.6671e-05  4.6671e-05 
1.0735e+03  4.6191e-05  4.6191e-05 
1.0740e+03  4.5716e-05  4.5716e-05 
1.0745e+03  4.5246e-05  4.5246e-05 
1.0750e+03  4.4780e-05  4.4780e-05 
1.0755e+03  4.4320e-05  4.4320e-05 
1.0760e+03  4.3864e-05  4.3864e-05 
1.0765e+03  4.3413e-05  4.3413e-05 
1.0770e+03  4.2967e-05  4.2967e-05 
1.0775e+03  4.2525e-05  4.2525e-05 
1.0780e+03  4.2087e-05  4.2087e-05 
1.0785e+03  4.1654e-05  4.1654e-05 
1.0790e+03  4.1226e-05  4.1226e-05 
1.0795e+03  4.0802e-05  4.0802e-05 
1.0800e+03  4.0382e-05  4.0382e-05 
1.0805e+03  3.9967e-05  3.9967e-05 
1.0810e+03  3.9556e-05  3.9556e-05 
1.0815e+03  3.9149e-05  3.9149e-05 
1.0820e+03  3.8746e-05  3.8746e-05 
1.0825e+03  3.8348e-05  3.8348e-05 
1.0830e+03  3.7954e-05  3.7954e-05 
1.0835e+03  3.7563e-05  3.7563e-05 
1.0840e+03  3.7177e-05  3.7177e-05 
1.0845e+03  3.6794e-05  3.6794e-05 
1.0850e+03  3.6416e-05  3.6416e-05 
1.0855e+03  3.6041e-05  3.6041e-05 
1.0860e+03  3.5671e-05  3.5671e-05 
1.0865e+03  3.5304e-05  3.5304e-05 
1.0870e+03  3.4941e-05  3.4941e-05 
1.0875e+03  3.4581e-05  3.4581e-05 
1.0880e+03  3.4226e-05  3.4226e-05 
1.0885e+03  3.3874e-05  3.3874e-05 
1.0890e+03  3.3525e-05  3.3525e-05 
1.0895e+03  3.3180e-05  3.3180e-05 
1.0900e+03  3.2839e-05  3.2839e-05 
1.0905e+03  3.2501e-05  3.2501e-05 
1.0910e+03  3.2167e-05  3.2167e-05 
1.0915e+03  3.1836e-05  3.1836e-05 
1.0920e+03  3.1509e-05  3.1509e-05 
1.0925e+03  3.1185e-05  3.1185e-05 
1.0930e+03  3.0864e-05  3.0864e-05 
1.0935e+03  3.0546e-05  3.0546e-05 
1.0940e+03  3.0232e-05  3.0232e-05 
1.0945e+03  2.9921e-05  2.9921e-05 
1.0950e+03  2.9614e-05  2.9614e-05 
1.0955e+03  2.9309e-05  2.9309e-05 
1.0960e+03  2.9008e-05  2.9008e-05 
1.0965e+03  2.8709e-05  2.8709e-05 
1.0970e+03  2.8414e-05  2.8414e-05 
1.0975e+03  2.8122e-05  2.8122e-05 
1.0980e+03  2.7833e-05  2.7833e-05 
1.0985e+03  2.7546e-05  2.7546e-05 
1.0990e+03  2.7263e-05  2.7263e-05 
1.0995e+03  2.6983e-05  2.6983e-05 
1.1000e+03  2.6705e-05  2.6705e-05 
1.1005e+03  2.6430e-05  2.6430e-05 
1.1010e+03  2.6159e-05  2.6159e-05 
1.1015e+03  2.5890e-05  2.5890e-05 
1.1020e+03  2.5623e-05  2.5623e-05 
1.1025e+03  2.5360e-05  2.5360e-05 
1.1030e+03  2.5099e-05  2.5099e-05 
1.1035e+03  2.4841e-05  2.4841e-05 
1.1040e+03  2.4586e-05  2.4586e-05 
1.1045e+03  2.4333e-05  2.4333e-05 
1.1050e+03  2.4082e-05  2.4082e-05 
1.1055e+03  2.3835e-05  2.3835e-05 
1.1060e+03  2.3589e-05  2.3589e-05 
1.1065e+03  2.3347e-05  2.3347e-05 
1.1070e+03  2.3106e-05  2.3106e-05 
1.1075e+03  2.2869e-05  2.2869e-05 
1.1080e+03  2.2634e-05  2.2634e-05 
1.1085e+03  2.2401e-05  2.2401e-05 
1.1090e+03  2.2171e-05  2.2171e-05 
1.1095e+03  2.1943e-05  2.1943e-05 
1.1100e+03  2.1717e-05  2.1717e-05 
1.1105e+03  2.1493e-05  2.1493e-05 
1.1110e+03  2.1273e-05  2.1273e-05 
1.1115e+03  2.1054e-05  2.1054e-05 
1.1120e+03  2.0837e-05  2.0837e-05 
1.1125e+03  2.0623e-05  2.0623e-05 
1.1130e+03  2.0411e-05  2.0411e-05 
1.1135e+03  2.0201e-05  2.0201e-05 
1.1140e+03  1.9993e-05  1.9993e-05 
1.1145e+03  1.9787e-05  1.9787e-05 
1.1150e+03  1.9584e-05  1.9584e-05 
1.1155e+03  1.9383e-05  1.9383e-05 
1.1160e+03  1.9183e-05  1.9183e-05 
1.1165e+03  1.8986e-05  1.8986e-05 
1.1170e+03  1.8790e-05  1.8790e-05 
1.1175e+03  1.8597e-05  1.8597e-05 
1.1180e+03  1.8406e-05  1.8406e-05 
1.1185e+03  1.8217e-05  1.8217e-05 
1.1190e+03  1.8029e-05  1.8029e-05 
1.1195e+03  1.7844e-05  1.7844e-05 
1.1200e+03  1.7660e-05  1.7660e-05 
1.1205e+03  1.7479e-05  1.7479e-05 
1.1210e+03  1.7299e-05  1.7299e-05 
1.1215e+03  1.7121e-05  1.7121e-05 
1.1220e+03  1.6945e-05  1.6945e-05 
1.1225e+03  1.6771e-05  1.6771e-05 
1.1230e+03  1.6598e-05  1.6598e-05 
1.1235e+03  1.6427e-05  1.6427e-05 
1.1240e+03  1.6259e-05  1.6259e-05 
1.1245e+03  1.6091e-05  1.6091e-05 
1.1250e+03  1.5926e-05  1.5926e-05 
1.1255e+03  1.5762e-05  1.5762e-05 
1.1260e+03  1.5600e-05  1.5600e-05 
1.1265e+03  1.5439e-05  1.5439e-05 
1.1270e+03  1.5281e-05  1.5281e-05 
1.1275e+03  1.5124e-05  1.5124e-05 
1.1280e+03  1.4968e-05  1.4968e-05 
1.1285e+03  1.4814e-05  1.4814e-05 
1.1290e+03  1.4662e-05  1.4662e-05 
1.1295e+03  1.4511e-05  1.4511e-05 
1.1300e+03  1.4362e-05  1.4362e-05 
1.1305e+03  1.4214e-05  1.4214e-05 
1.1310e+03  1.4068e-05  1.4068e-05 
1.1315e+03  1.3923e-05  1.3923e-05 
1.1320e+03  1.3780e-05  1.3780e-05 
1.1325e+03  1.3638e-05  1.3638e-05 
1.1330e+03  1.3498e-05  1.3498e-05 
1.1335e+03  1.3359e-05  1.3359e-05 
1.1340e+03  1.3222e-05  1.3222e-05 
1.1345e+03  1.3086e-05  1.3086e-05 
1.1350e+03  1.2951e-05  1.2951e-05 
1.1355e+03  1.2818e-05  1.2818e-05 
1.1360e+03  1.2686e-05  1.2686e-05 
1.1365e+03  1.2556e-05  1.2556e-05 
1.1370e+03  1.2427e-05  1.2427e-05 
1.1375e+03  1.2299e-05  1.2299e-05 
1.1380e+03  1.2172e-05  1.2172e-05 
1.1385e+03  1.2047e-05  1.2047e-05 
1.1390e+03  1.1923e-05  1.1923e-05 
1.1395e+03  1.1800e-05  1.1800e-05 
1.1400e+03  1.1679e-05  1.1679e-05 
1.1405e+03  1.1559e-05  1.1559e-05 
1.1410e+03  1.1440e-05  1.1440e-05 
1.1415e+03  1.1322e-05  1.1322e-05 
1.1420e+03  1.1206e-05  1.1206e-05 
1.1425e+03  1.1091e-05  1.1091e-05 
1.1430e+03  1.0977e-05  1.0977e-05 
1.1435e+03  1.0864e-05  1.0864e-05 
1.1440e+03  1.0752e-05  1.0752e-05 
1.1445e+03  1.0641e-05  1.0641e-05 
1.1450e+03  1.0532e-05  1.0532e-05 
1.1455e+03  1.0424e-05  1.0424e-05 
1.1460e+03  1.0317e-05  1.0317e-05 
1.1465e+03  1.0210e-05  1.0210e-05 
1.1470e+03  1.0105e-05  1.0105e-05 
1.1475e+03  1.0001e-05  1.0001e-05 
1.1480e+03  9.8986e-06  9.8986e-06 
1.1485e+03  9.7968e-06  9.7968e-06 
1.1490e+03  9.6959e-06  9.6959e-06 
1.1495e+03  9.5961e-06  9.5961e-06 
1.1500e+03  9.4974e-06  9.4974e-06 
1.1505e+03  9.3999e-06  9.3999e-06 
1.1510e+03  9.3031e-06  9.3031e-06 
1.1515e+03  9.2075e-06  9.2075e-06 
1.1520e+03  9.1129e-06  9.1129e-06 
1.1525e+03  9.0189e-06  9.0189e-06 
1.1530e+03  8.9262e-06  8.9262e-06 
1.1535e+03  8.8345e-06  8.8345e-06 
1.1540e+03  8.7436e-06  8.7436e-06 
1.1545e+03  8.6536e-06  8.6536e-06 
1.1550e+03  8.5646e-06  8.5646e-06 
1.1555e+03  8.4765e-06  8.4765e-06 
1.1560e+03  8.3895e-06  8.3895e-06 
1.1565e+03  8.3031e-06  8.3031e-06 
1.1570e+03  8.2179e-06  8.2179e-06 
1.1575e+03  8.1332e-06  8.1332e-06 
1.1580e+03  8.0497e-06  8.0497e-06 
1.1585e+03  7.9666e-06  7.9666e-06 
1.1590e+03  7.8848e-06  7.8848e-06 
1.1595e+03  7.8037e-06  7.8037e-06 
1.1600e+03  7.7235e-06  7.7235e-06 
1.1605e+03  7.6441e-06  7.6441e-06 
1.1610e+03  7.5655e-06  7.5655e-06 
1.1615e+03  7.4877e-06  7.4877e-06 
1.1620e+03  7.4108e-06  7.4108e-06 
1.1625e+03  7.3344e-06  7.3344e-06 
1.1630e+03  7.2588e-06  7.2588e-06 
1.1635e+03  7.1841e-06  7.1841e-06 
1.1640e+03  7.1104e-06  7.1104e-06 
1.1645e+03  7.0371e-06  7.0371e-06 
1.1650e+03  6.9650e-06  6.9650e-06 
1.1655e+03  6.8934e-06  6.8934e-06 
1.1660e+03  6.8225e-06  6.8225e-06 
1.1665e+03  6.7521e-06  6.7521e-06 
1.1670e+03  6.6827e-06  6.6827e-06 
1.1675e+03  6.6140e-06  6.6140e-06 
1.1680e+03  6.5461e-06  6.5461e-06 
1.1685e+03  6.4787e-06  6.4787e-06 
1.1690e+03  6.4124e-06  6.4124e-06 
1.1695e+03  6.3463e-06  6.3463e-06 
1.1700e+03  6.2809e-06  6.2809e-06 
1.1705e+03  6.2162e-06  6.2162e-06 
1.1710e+03  6.1522e-06  6.1522e-06 
1.1715e+03  6.0892e-06  6.0892e-06 
1.1720e+03  6.0263e-06  6.0263e-06 
1.1725e+03  5.9646e-06  5.9646e-06 
1.1730e+03  5.9033e-06  5.9033e-06 
1.1735e+03  5.8423e-06  5.8423e-06 
1.1740e+03  5.7823e-06  5.7823e-06 
1.1745e+03  5.7229e-06  5.7229e-06 
1.1750e+03  5.6638e-06  5.6638e-06 
1.1755e+03  5.6056e-06  5.6056e-06 
1.1760e+03  5.5480e-06  5.5480e-06 
1.1765e+03  5.4910e-06  5.4910e-06 
1.1770e+03  5.4345e-06  5.4345e-06 
1.1775e+03  5.3786e-06  5.3786e-06 
1.1780e+03  5.3232e-06  5.3232e-06 
1.1785e+03  5.2688e-06  5.2688e-06 
1.1790e+03  5.2145e-06  5.2145e-06 
1.1795e+03  5.1608e-06  5.1608e-06 
1.1800e+03  5.1079e-06  5.1079e-06 
1.1805e+03  5.0552e-06  5.0552e-06 
1.1810e+03  5.0031e-06  5.0031e-06 
1.1815e+03  4.9515e-06  4.9515e-06 
1.1820e+03  4.9007e-06  4.9007e-06 
1.1825e+03  4.8504e-06  4.8504e-06 
1.1830e+03  4.8003e-06  4.8003e-06 
1.1835e+03  4.7511e-06  4.7511e-06 
1.1840e+03  4.7023e-06  4.7023e-06 
1.1845e+03  4.6538e-06  4.6538e-06 
1.1850e+03  4.6060e-06  4.6060e-06 
1.1855e+03  4.5587e-06  4.5587e-06 
1.1860e+03  4.5118e-06  4.5118e-06 
1.1865e+03  4.4655e-06  4.4655e-06 
1.1870e+03  4.4195e-06  4.4195e-06 
1.1875e+03  4.3737e-06  4.3737e-06 
1.1880e+03  4.3291e-06  4.3291e-06 
1.1885e+03  4.2845e-06  4.2845e-06 
1.1890e+03  4.2404e-06  4.2404e-06 
1.1895e+03  4.1967e-06  4.1967e-06 
1.1900e+03  4.1534e-06  4.1534e-06 
1.1905e+03  4.1107e-06  4.1107e-06 
1.1910e+03  4.0686e-06  4.0686e-06 
1.1915e+03  4.0268e-06  4.0268e-06 
1.1920e+03  3.9855e-06  3.9855e-06 
1.1925e+03  3.9443e-06  3.9443e-06 
1.1930e+03  3.9037e-06  3.9037e-06 
1.1935e+03  3.8637e-06  3.8637e-06 
1.1940e+03  3.8238e-06  3.8238e-06 
1.1945e+03  3.7846e-06  3.7846e-06 
1.1950e+03  3.7454e-06  3.7454e-06 
1.1955e+03  3.7071e-06  3.7071e-06 
1.1960e+03  3.6688e-06  3.6688e-06 
1.1965e+03  3.6311e-06  3.6311e-06 
1.1970e+03  3.5939e-06  3.5939e-06 
1.1975e+03  3.5567e-06  3.5567e-06 
1.1980e+03  3.5206e-06  3.5206e-06 
1.1985e+03  3.4841e-06  3.4841e-06 
1.1990e+03  3.4483e-06  3.4483e-06 
1.1995e+03  3.4128e-06  3.4128e-06 
1.2000e+03  3.3777e-06  3.3777e-06 
1.2005e+03  3.3430e-06  3.3430e-06 
1.2010e+03  3.3086e-06  3.3086e-06 
1.2015e+03  3.2746e-06  3.2746e-06 
1.2020e+03  3.2409e-06  3.2409e-06 
1.2025e+03  3.2075e-06  3.2075e-06 
1.2030e+03  3.1744e-06  3.1744e-06 
1.2035e+03  3.1418e-06  3.1418e-06 
1.2040e+03  3.1094e-06  3.1094e-06 
1.2045e+03  3.0774e-06  3.0774e-06 
1.2050e+03  3.0457e-06  3.0457e-06 
1.2055e+03  3.0146e-06  3.0146e-06 
1.2060e+03  2.9836e-06  2.9836e-06 
1.2065e+03  2.9528e-06  2.9528e-06 
1.2070e+03  2.9227e-06  2.9227e-06 
1.2075e+03  2.8925e-06  2.8925e-06 
1.2080e+03  2.8626e-06  2.8626e-06 
1.2085e+03  2.8334e-06  2.8334e-06 
1.2090e+03  2.8042e-06  2.8042e-06 
1.2095e+03  2.7754e-06  2.7754e-06 
1.2100e+03  2.7467e-06  2.7467e-06 
1.2105e+03  2.7187e-06  2.7187e-06 
1.2110e+03  2.6905e-06  2.6905e-06 
1.2115e+03  2.6630e-06  2.6630e-06 
1.2120e+03  2.6354e-06  2.6354e-06 
1.2125e+03  2.6085e-06  2.6085e-06 
1.2130e+03  2.5817e-06  2.5817e-06 
1.2135e+03  2.5550e-06  2.5550e-06 
1.2140e+03  2.5288e-06  2.5288e-06 
1.2145e+03  2.5028e-06  2.5028e-06 
1.2150e+03  2.4768e-06  2.4768e-06 
1.2155e+03  2.4515e-06  2.4515e-06 
1.2160e+03  2.4263e-06  2.4263e-06 
1.2165e+03  2.4014e-06  2.4014e-06 
1.2170e+03  2.3765e-06  2.3765e-06 
1.2175e+03  2.3521e-06  2.3521e-06 
1.2180e+03  2.3280e-06  2.3280e-06 
1.2185e+03  2.3042e-06  2.3042e-06 
1.2190e+03  2.2806e-06  2.2806e-06 
1.2195e+03  2.2571e-06  2.2571e-06 
1.2200e+03  2.2339e-06  2.2339e-06 
1.2205e+03  2.2110e-06  2.2110e-06 
1.2210e+03  2.1882e-06  2.1882e-06 
1.2215e+03  2.1657e-06  2.1657e-06 
1.2220e+03  2.1433e-06  2.1433e-06 
1.2225e+03  2.1213e-06  2.1213e-06 
1.2230e+03  2.0995e-06  2.0995e-06 
1.2235e+03  2.0778e-06  2.0778e-06 
1.2240e+03  2.0568e-06  2.0568e-06 
1.2245e+03  2.0355e-06  2.0355e-06 
1.2250e+03  2.0145e-06  2.0145e-06 
1.2255e+03  1.9936e-06  1.9936e-06 
1.2260e+03  1.9731e-06  1.9731e-06 
1.2265e+03  1.9528e-06  1.9528e-06 
1.2270e+03  1.9326e-06  1.9326e-06 
1.2275e+03  1.9130e-06  1.9130e-06 
1.2280e+03  1.8932e-06  1.8932e-06 
1.2285e+03  1.8737e-06  1.8737e-06 
1.2290e+03  1.8543e-06  1.8543e-06 
1.2295e+03  1.8355e-06  1.8355e-06 
1.2300e+03  1.8165e-06  1.8165e-06 
1.2305e+03  1.7980e-06  1.7980e-06 
1.2310e+03  1.7793e-06  1.7793e-06 
1.2315e+03  1.7609e-06  1.7609e-06 
1.2320e+03  1.7430e-06  1.7430e-06 
1.2325e+03  1.7249e-06  1.7249e-06 
1.2330e+03  1.7071e-06  1.7071e-06 
1.2335e+03  1.6897e-06  1.6897e-06 
1.2340e+03  1.6722e-06  1.6722e-06 
1.2345e+03  1.6552e-06  1.6552e-06 
1.2350e+03  1.6384e-06  1.6384e-06 
1.2355e+03  1.6213e-06  1.6213e-06 
1.2360e+03  1.6048e-06  1.6048e-06 
1.2365e+03  1.5880e-06  1.5880e-06 
1.2370e+03  1.5715e-06  1.5715e-06 
1.2375e+03  1.5555e-06  1.5555e-06 
1.2380e+03  1.5397e-06  1.5397e-06 
1.2385e+03  1.5237e-06  1.5237e-06 
1.2390e+03  1.5081e-06  1.5081e-06 
1.2395e+03  1.4927e-06  1.4927e-06 
1.2400e+03  1.4771e-06  1.4771e-06 
1.2405e+03  1.4620e-06  1.4620e-06 
1.2410e+03  1.4471e-06  1.4471e-06 
1.2415e+03  1.4320e-06  1.4320e-06 
1.2420e+03  1.4174e-06  1.4174e-06 
1.2425e+03  1.4029e-06  1.4029e-06 
1.2430e+03  1.3882e-06  1.3882e-06 
1.2435e+03  1.3741e-06  1.3741e-06 
1.2440e+03  1.3600e-06  1.3600e-06 
1.2445e+03  1.3461e-06  1.3461e-06 
1.2450e+03  1.3319e-06  1.3319e-06 
1.2455e+03  1.3184e-06  1.3184e-06 
1.2460e+03  1.3049e-06  1.3049e-06 
1.2465e+03  1.2915e-06  1.2915e-06 
1.2470e+03  1.2783e-06  1.2783e-06 
1.2475e+03  1.2652e-06  1.2652e-06 
1.2480e+03  1.2518e-06  1.2518e-06 
1.2485e+03  1.2391e-06  1.2391e-06 
1.2490e+03  1.2264e-06  1.2264e-06 
1.2495e+03  1.2138e-06  1.2138e-06 
1.2500e+03  1.2014e-06  1.2014e-06 
1.2505e+03  1.1890e-06  1.1890e-06 
1.2510e+03  1.1769e-06  1.1769e-06 
1.2515e+03  1.1647e-06  1.1647e-06 
1.2520e+03  1.1526e-06  1.1526e-06 
1.2525e+03  1.1408e-06  1.1408e-06 
1.2530e+03  1.1287e-06  1.1287e-06 
1.2535e+03  1.1172e-06  1.1172e-06 
1.2540e+03  1.1061e-06  1.1061e-06 
1.2545e+03  1.0943e-06  1.0943e-06 
1.2550e+03  1.0831e-06  1.0831e-06 
1.2555e+03  1.0724e-06  1.0724e-06 
1.2560e+03  1.0613e-06  1.0613e-06 
1.2565e+03  1.0503e-06  1.0503e-06 
1.2570e+03  1.0391e-06  1.0391e-06 
1.2575e+03  1.0288e-06  1.0288e-06 
1.2580e+03  1.0181e-06  1.0181e-06 
1.2585e+03  1.0077e-06  1.0077e-06 
1.2590e+03  9.9728e-07  9.9728e-07 
1.2595e+03  9.8698e-07  9.8698e-07 
1.2600e+03  9.7679e-07  9.7679e-07 
1.2605e+03  9.6673e-07  9.6673e-07 
1.2610e+03  9.5678e-07  9.5678e-07 
1.2615e+03  9.4723e-07  9.4723e-07 
1.2620e+03  9.3740e-07  9.3740e-07 
1.2625e+03  9.2768e-07  9.2768e-07 
1.2630e+03  9.1808e-07  9.1808e-07 
1.2635e+03  9.0848e-07  9.0848e-07 
1.2640e+03  8.9911e-07  8.9911e-07 
1.2645e+03  8.8986e-07  8.8986e-07 
1.2650e+03  8.8101e-07  8.8101e-07 
1.2655e+03  8.7187e-07  8.7187e-07 
1.2660e+03  8.6285e-07  8.6285e-07 
1.2665e+03  8.5384e-07  8.5384e-07 
1.2670e+03  8.4505e-07  8.4505e-07 
1.2675e+03  8.3667e-07  8.3667e-07 
1.2680e+03  8.2800e-07  8.2800e-07 
1.2685e+03  8.1933e-07  8.1933e-07 
1.2690e+03  8.1118e-07  8.1118e-07 
1.2695e+03  8.0274e-07  8.0274e-07 
1.2700e+03  7.9431e-07  7.9431e-07 
1.2705e+03  7.8610e-07  7.8610e-07 
1.2710e+03  7.7830e-07  7.7830e-07 
1.2715e+03  7.7010e-07  7.7010e-07 
1.2720e+03  7.6213e-07  7.6213e-07 
1.2725e+03  7.5416e-07  7.5416e-07 
1.2730e+03  7.4670e-07  7.4670e-07 
1.2735e+03  7.3897e-07  7.3897e-07 
1.2740e+03  7.3152e-07  7.3152e-07 
1.2745e+03  7.2389e-07  7.2389e-07 
1.2750e+03  7.1627e-07  7.1627e-07 
1.2755e+03  7.0917e-07  7.0917e-07 
1.2760e+03  7.0167e-07  7.0167e-07 
1.2765e+03  6.9428e-07  6.9428e-07 
1.2770e+03  6.8712e-07  6.8712e-07 
1.2775e+03  6.8025e-07  6.8025e-07 
